Number,Dihedral Angle (deg),Energy (kJ/mol),Energy (Ha),zmatrix,xyz
27,135,12.787789754809804,-157.29352430468614,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5288936769
    C                 2    1.5431828196      1  113.4275873355
    C                 3    1.5288555801      2  113.3956038634      1  135.0000000000
    H                 1    1.0858500551      2  111.3046190233      3  178.9751616637
    H                 1    1.0866668828      2  111.3385479326      3   58.7747779481
    H                 1    1.0863180167      2  110.8232879987      3  -60.9874985706
    H                 2    1.0876262928      3  109.3657677239      1 -120.9603347721
    H                 2    1.0865232467      3  109.9700859629      1  123.1790231139
    H                 3    1.0864165367      4  109.6730808466      2 -123.3531168563
    H                 3    1.0875115841      4  108.3255809660      2  121.5951019678
    H                 4    1.0863117473      3  110.8146708836      2  -60.8673670320
    H                 4    1.0866713208      3  111.3147349722      2   58.8638882240
    H                 4    1.0857849911      3  111.3515849454      2  179.0781522884

","0 1
 C   -0.257457302196    0.750137147431   -1.737801877783
 C   -0.257457302196    0.750137147431   -0.208908200861
 C   -0.257457302196   -0.665830767806    0.404645446049
 C    0.734727259681   -0.828377293438    1.556404017536
 H   -0.275551435446    1.761620489239   -2.132319803672
 H   -1.123002328932    0.225423538602   -2.133216027165
 H    0.630490096948    0.257686565060   -2.123973696590
 H    0.622438646647    1.290934341070    0.132049959709
 H   -1.112158783888    1.312820962806    0.156338382711
 H   -1.256966855950   -0.923145066828    0.743866457646
 H   -0.009440598650   -1.392547823248   -0.365452912354
 H    1.751213782624   -0.647297993871    1.218707929077
 H    0.525330414961   -0.127516016654    2.360021458609
 H    0.695875423194   -1.830208600613    1.973241652133
"
28,140,11.150269802268708,-157.29414800356807,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5287962429
    C                 2    1.5412848143      1  113.4136590669
    C                 3    1.5287635123      2  113.3586531264      1  140.0000000000
    H                 1    1.0858285344      2  111.2884021997      3  178.6929844837
    H                 1    1.0867308621      2  111.3926189439      3   58.4951344694
    H                 1    1.0861895030      2  110.7984122808      3  -61.2874384315
    H                 2    1.0877811163      3  109.2889153193      1 -120.8079321262
    H                 2    1.0866866604      3  109.9292040285      1  123.3507797729
    H                 3    1.0865901620      4  109.8502979059      2 -123.4044482727
    H                 3    1.0876815568      4  108.2707216856      2  121.4467217081
    H                 4    1.0861808472      3  110.7862583208      2  -61.1999463827
    H                 4    1.0867376383      3  111.3591778615      2   58.5361454551
    H                 4    1.0857358739      3  111.3535644924      2  178.7531500283

","0 1
 C   -0.234305368781    0.740656832048   -1.756750146386
 C   -0.234305368781    0.740656832048   -0.227953903509
 C   -0.234305368781   -0.673718469277    0.384501307732
 C    0.667826188935   -0.802725765146    1.611951366434
 H   -0.257382826572    1.752130341949   -2.150973910131
 H   -1.097011379227    0.211889131912   -2.153142660727
 H    0.656249395215    0.252838541277   -2.142435463632
 H    0.647531762328    1.279352006648    0.111808572304
 H   -1.087677007388    1.303742682954    0.140256727637
 H   -1.249020026517   -0.966590535602    0.639958342040
 H    0.102142663392   -1.388988026758   -0.362655537178
 H    1.701653697768   -0.591366972333    1.354430541214
 H    0.374710149334   -0.106821867322    2.393487959860
 H    0.626613206690   -1.804164767612    2.029376572178
"
29,145,9.282782318505589,-157.29485929252294,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5286791491
    C                 2    1.5391391213      1  113.3921944192
    C                 3    1.5286720375      2  113.3129547219      1  145.0000000000
    H                 1    1.0857910893      2  111.2697701129      3  178.4905364430
    H                 1    1.0867364577      2  111.4316358527      3   58.3066243541
    H                 1    1.0860876704      2  110.7945256786      3  -61.4994701075
    H                 2    1.0878724052      3  109.2268134727      1 -120.7348010519
    H                 2    1.0868891175      3  109.8651219230      1  123.4387350912
    H                 3    1.0868229428      4  109.9750659059      2 -123.3770086284
    H                 3    1.0878399635      4  108.2809203002      2  121.3556862977
    H                 4    1.0860572736      3  110.7825357984      2  -61.4595370849
    H                 4    1.0867610839      3  111.3806616803      2   58.2795661049
    H                 4    1.0856627678      3  111.3596479378      2  178.4869599195

","0 1
 C   -0.209314688867    0.731917561911   -1.773636508940
 C   -0.209314688867    0.731917561911   -0.244957359881
 C   -0.209314688867   -0.680717747721    0.366116053526
 C    0.595910084108   -0.779402307255    1.661767480779
 H   -0.235968376765    1.743396434239   -2.167517660326
 H   -1.070050876865    0.200453522859   -2.170720024523
 H    0.682978545928    0.247431179247   -2.159216793711
 H    0.673601239062    1.269140786877    0.094626268512
 H   -1.062327202338    1.294531657276    0.125397855127
 H   -1.231153572742   -1.008481564641    0.538163385999
 H    0.211493987616   -1.381773712413   -0.351404941585
 H    1.639703365613   -0.536061061569    1.486265272506
 H    0.220250203358   -0.092005162556    2.415036670955
 H    0.552895828668   -1.780866767615    2.078759511612
"
30,150,7.313055394956357,-157.29560952245328,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5284982524
    C                 2    1.5369709128      1  113.3315686855
    C                 3    1.5285626203      2  113.2813043297      1  150.0000000000
    H                 1    1.0857737565      2  111.2784039920      3  178.3869210477
    H                 1    1.0867870090      2  111.4379718173      3   58.2094758817
    H                 1    1.0861043379      2  110.7977662296      3  -61.6038779091
    H                 2    1.0880148269      3  109.1568684643      1 -120.7074535967
    H                 2    1.0870175364      3  109.8022206917      1  123.4921637217
    H                 3    1.0870797768      4  110.0564571637      2 -123.3134156759
    H                 3    1.0879451562      4  108.3332436808      2  121.2883102793
    H                 4    1.0860459552      3  110.7938291444      2  -61.6274246199
    H                 4    1.0868171328      3  111.3850555481      2   58.1175376382
    H                 4    1.0857049215      3  111.3589005105      2  178.3221480952

","0 1
 C   -0.182669256621    0.724637177500   -1.787925639845
 C   -0.182669256621    0.724637177500   -0.259427387477
 C   -0.182669256621   -0.686653019013    0.349292226156
 C    0.519380753051   -0.759814767562    1.705122903858
 H   -0.211149962701    1.735990708005   -2.181952968961
 H   -1.042505744469    0.191712820120   -2.185139494653
 H    0.710499877646    0.241780550340   -2.173569267972
 H    0.700988165340    1.260340599780    0.081083504543
 H   -1.035594524607    1.286298190817    0.112946776286
 H   -1.203758874342   -1.048897140654    0.438160837822
 H    0.318460130914   -1.370129328157   -0.332876473413
 H    1.565466452321   -0.482815939120    1.613078482243
 H    0.062835025796   -0.085314213396    2.424696723271
 H    0.475616438948   -1.762383577155    2.119484633952
"
31,155,5.3752623516606866,-157.2963475894018,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5283573350
    C                 2    1.5350862679      1  113.2394562640
    C                 3    1.5284361821      2  113.2363249614      1  155.0000000000
    H                 1    1.0857365942      2  111.3140697397      3  178.3690944939
    H                 1    1.0868875995      2  111.4014514982      3   58.1843602901
    H                 1    1.0860669925      2  110.8153491673      3  -61.6343103202
    H                 2    1.0882027365      3  109.0961671804      1 -120.7820475682
    H                 2    1.0871910685      3  109.7285257306      1  123.4485982836
    H                 3    1.0873071218      4  110.0936177275      2 -123.2143923440
    H                 3    1.0880969302      4  108.4040820597      2  121.2290073198
    H                 4    1.0860528838      3  110.8066566358      2  -61.6896002988
    H                 4    1.0868851299      3  111.3906734025      2   58.1012347914
    H                 4    1.0857733237      3  111.3349704342      2  178.3053656177

","0 1
 C   -0.154602213300    0.718758900311   -1.799733714922
 C   -0.154602213300    0.718758900311   -0.271376379886
 C   -0.154602213300   -0.691776357187    0.334329932850
 C    0.438947254948   -0.743613637207    1.741855807565
 H   -0.183389610839    1.729823541599   -2.194377261613
 H   -1.014499562252    0.185274944349   -2.196339403286
 H    0.738688366675    0.236449577639   -2.185675639565
 H    0.728848202646    1.253535883695    0.071718557862
 H   -1.008487155780    1.278547741267    0.102122452796
 H   -1.167186774486   -1.087836116167    0.341108634691
 H    0.422872402766   -1.354818013972   -0.306648817681
 H    1.479091989286   -0.431295623228    1.733654816869
 H   -0.096631243312   -0.086815826149    2.422364141977
 H    0.396689823074   -1.748201533265    2.151637675258
"
32,160,3.5989601805593234,-157.29702414767905,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5282689175
    C                 2    1.5331544123      1  113.1894425602
    C                 3    1.5283695685      2  113.1690573925      1  160.0000000000
    H                 1    1.0857273632      2  111.3118359291      3  178.4059497808
    H                 1    1.0868247095      2  111.3726016254      3   58.2474441061
    H                 1    1.0861732690      2  110.8615358995      3  -61.5818320406
    H                 2    1.0882713980      3  109.0970890402      1 -120.9489815473
    H                 2    1.0873697094      3  109.6173356702      1  123.2747305331
    H                 3    1.0874978663      4  110.0405404699      2 -122.9898776073
    H                 3    1.0881357169      4  108.5784771517      2  121.3184441295
    H                 4    1.0860907221      3  110.8483880731      2  -61.5878303658
    H                 4    1.0868010317      3  111.3501585998      2   58.2000404122
    H                 4    1.0857273072      3  111.3483615193      2  178.3802384469

","0 1
 C   -0.125245357764    0.713178284351   -1.809851965555
 C   -0.125245357764    0.713178284351   -0.281583048029
 C   -0.125245357764   -0.696109382053    0.322131060807
 C    0.355328320560   -0.728933145275    1.772608595350
 H   -0.153382574761    1.724268016782   -2.204452722282
 H   -0.985849464852    0.180567210488   -2.205925145687
 H    0.767416521619    0.230151936879   -2.196649958204
 H    0.756718739081    1.248716091432    0.064355132425
 H   -0.981572593447    1.270038290294    0.091221839314
 H   -1.122529540880   -1.123778297027    0.250192430205
 H    0.521603092219   -1.338457058178   -0.272020337512
 H    1.380740971042   -0.379038601014    1.848078859362
 H   -0.256878067314   -0.093160923899    2.406748567076
 H    0.316724532864   -1.734952731267    2.179103522338
"
33,165,2.0937465093643537,-157.29759745372172,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5281749146
    C                 2    1.5316377560      1  113.1380681828
    C                 3    1.5282988834      2  113.1142066981      1  165.0000000000
    H                 1    1.0856908087      2  111.3167284556      3  178.5423004013
    H                 1    1.0867503631      2  111.3216203593      3   58.4074926838
    H                 1    1.0862366524      2  110.9230286419      3  -61.4347817081
    H                 2    1.0882978676      3  109.1194772069      1 -121.1922025643
    H                 2    1.0875708942      3  109.5054218419      1  123.0280453556
    H                 3    1.0876812460      4  109.9360419517      2 -122.7374125082
    H                 3    1.0881887581      4  108.7733337650      2  121.4442997408
    H                 4    1.0861182821      3  110.9042133671      2  -61.3903619580
    H                 4    1.0867285445      3  111.3043903656      2   58.4148328189
    H                 4    1.0856883503      3  111.3480581975      2  178.5684187818

","0 1
 C   -0.094848110188    0.708937988234   -1.817654230073
 C   -0.094848110188    0.708937988234   -0.289479315507
 C   -0.094848110188   -0.699495775688    0.312374942845
 C    0.268951420459   -0.717679596773    1.796631230394
 H   -0.120577367984    1.720024086970   -2.212328068035
 H   -0.957177497057    0.178584846059   -2.212799677820
 H    0.796258022608    0.223792675525   -2.205563949847
 H    0.784765307245    1.245988913338    0.060161626375
 H   -0.954342111280    1.262427039493    0.081641125915
 H   -1.070090409065   -1.157661757217    0.163926686784
 H    0.616222653873   -1.319373832080   -0.230104860514
 H    1.270957357377   -0.329591123838    1.954822134730
 H   -0.416274865185   -0.107154032632    2.378612675400
 H    0.235921018730   -1.725378787500    2.199335250291
"
34,170,0.9511252690894616,-157.29803265549677,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5281182725
    C                 2    1.5306321721      1  113.0932339110
    C                 3    1.5281635649      2  113.0795290437      1  170.0000000000
    H                 1    1.0856544764      2  111.3211407175      3  178.7758234457
    H                 1    1.0866687551      2  111.2579882552      3   58.6594340680
    H                 1    1.0862150191      2  110.9931732695      3  -61.1977387793
    H                 2    1.0883283319      3  109.1521917414      1 -121.4820295478
    H                 2    1.0877867232      3  109.3994559778      1  122.7254071449
    H                 3    1.0878281816      4  109.7934177337      2 -122.4867211617
    H                 3    1.0882332482      4  108.9785747900      2  121.5852669057
    H                 4    1.0861951646      3  110.9789008537      2  -61.1249252293
    H                 4    1.0866515219      3  111.2601957035      2   58.7212591145
    H                 4    1.0856523339      3  111.3257983758      2  178.8454464572

","0 1
 C   -0.063667118679    0.706070456689   -1.823188426057
 C   -0.063667118679    0.706070456689   -0.295070153541
 C   -0.063667118679   -0.701908826019    0.305287394591
 C    0.180456488133   -0.709920531838    1.813804334572
 H   -0.085273871573    1.717188795933   -2.217926940030
 H   -0.928629555326    0.179325899520   -2.217179717779
 H    0.824989746181    0.217481538864   -2.212332247197
 H    0.813092018648    1.245103528320    0.058759354538
 H   -0.926835293046    1.255991746988    0.073450174875
 H   -1.010208616677   -1.189645928008    0.082707376019
 H    0.706419024899   -1.297498005120   -0.181017513523
 H    1.150530580207   -0.283836215040    2.053028803570
 H   -0.573161314060   -0.128470569567    2.338006279993
 H    0.154633216368   -1.719350430099    2.212584260384
"
35,175,0.23980078962544343,-157.29830358488718,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5280456256
    C                 2    1.5299101876      1  113.0639527492
    C                 3    1.5281120977      2  113.0663022616      1  175.0000000000
    H                 1    1.0856380295      2  111.3222381841      3  179.0409806325
    H                 1    1.0865660105      2  111.1876580611      3   58.9525251624
    H                 1    1.0863212497      2  111.0677214483      3  -60.9090204641
    H                 2    1.0882829746      3  109.2244035879      1 -121.8051069266
    H                 2    1.0879332914      3  109.3032965808      1  122.3908060799
    H                 3    1.0879773202      4  109.5987962797      2 -122.2027803303
    H                 3    1.0881880836      4  109.2094905375      2  121.8106912608
    H                 4    1.0862980003      3  111.0608752299      2  -60.7890031157
    H                 4    1.0865465986      3  111.1893188675      2   59.0728600955
    H                 4    1.0856459472      3  111.3183226108      2  179.1605687506

","0 1
 C   -0.031932518152    0.704367935481   -1.826455751395
 C   -0.031932518152    0.704367935481   -0.298410125780
 C   -0.031932518152   -0.703253702742    0.300944948945
 C    0.090603464142   -0.705412287046    1.824134647133
 H   -0.048859353257    1.715552560865   -2.221207656795
 H   -0.899909747096    0.181855258415   -2.219166494170
 H    0.853894461306    0.211505614109   -2.216956906577
 H    0.841365710089    1.246229786358    0.059494570819
 H   -0.898952881307    1.250738102082    0.066766786905
 H   -0.943822597007   -1.219017802804    0.007451292382
 H    0.790786357800   -1.273910396471   -0.125245025653
 H    1.020247601831   -0.241734813265    2.141637911673
 H   -0.725864981851   -0.155925009079    2.284598021407
 H    0.072960573029   -1.716125363372    2.220082785634
"
36,180,0.0,-157.2983949202533,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5280281130
    C                 2    1.5297026380      1  113.0303694851
    C                 3    1.5280959614      2  113.0762101794      1 -179.9996573383
    H                 1    1.0856415919      2  111.3383274281      3  179.3879734959
    H                 1    1.0864716132      2  111.0961856173      3   59.3232167247
    H                 1    1.0864631624      2  111.1437354599      3  -60.5314704579
    H                 2    1.0882154952      3  109.3188989652      1 -122.1549145216
    H                 2    1.0880551168      3  109.2155167251      1  122.0237885249
    H                 3    1.0880631912      4  109.3744891074      2 -121.9206997753
    H                 3    1.0881171984      4  109.4317286052      2  122.0761748706
    H                 4    1.0864360583      3  111.1440464904      2  -60.4170136687
    H                 4    1.0864491676      3  111.1134506608      2   59.4590844161
    H                 4    1.0856810029      3  111.3078858156      2  179.5147179137

","0 1
 C    0.000072613735    0.704221605100   -1.827259362189
 C    0.000072613735    0.704221605100   -0.299231249236
 C    0.000072613735   -0.703560089076    0.299217463986
 C    0.000064206097   -0.704782674291    1.827312936314
 H   -0.010728895424    1.715382632025   -2.222296539104
 H   -0.871729338977    0.187061173416   -2.218318193425
 H    0.882296081371    0.205723068167   -2.219156242793
 H    0.869492673452    1.249357595796    0.062913024944
 H   -0.871016909971    1.246927208010    0.062068636557
 H   -0.871152271675   -1.246001725975   -0.062176749502
 H    0.869565267869   -1.248194218952   -0.063212151916
 H    0.881262926662   -0.204847931906    2.219610498137
 H   -0.872845453384   -0.190076895789    2.219076234394
 H   -0.008502368826   -1.716526908021    2.221017723385
"
