SMILES,Name,ID,Source,HeavyAtomCount,MolWt,MolLogP,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumRotatableBonds,NumAromaticRings,TPSA
COc1cccc(OC)c1C/N=C(N)c1cc2cc(F)ccc2[nH]1,CHEMBL1189498,CHEMBL1189498,ChEMBL,24,327.359,3.230,3,5,3,2,5,3,72.630
CCN(CCCl)CCNc1c2ccccc2nc2ccc(OC)cc12,CHEMBL1188172,CHEMBL1188172,ChEMBL,25,357.885,4.369,1,4,4,1,8,3,37.390
C[C@H](N)Cc1c2c(c(C(F)(F)F)c3c1OCC3)OCC2,CHEMBL1182827,CHEMBL1182827,ChEMBL,20,287.281,2.465,2,3,3,1,2,1,44.480
COc1ccc(/C=N/NC(=O)Nc2cccc3ccccc23)cc1,CHEMBL1171794,CHEMBL1171794,ChEMBL,24,319.364,4.004,2,5,3,2,4,3,62.720
CNCCCO/N=C1CC[C@@]2(C)[C@H](C1)/C(=N/OC)C[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL1200037,CHEMBL1200037,ChEMBL,30,417.594,4.193,1,6,6,1,6,0,72.280
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,CHEMBL1200714,CHEMBL1200714,ChEMBL,17,273.741,1.616,0,4,3,0,1,1,54.450
CCc1ccsc1C(=NOCCN1CCC[C@@H](C(=O)O)C1)c1sccc1CC,CHEMBL1195488,CHEMBL1195488,ChEMBL,28,420.600,4.500,1,5,6,1,9,2,62.130
N#C[C@@H]1CSCN1C(=O)CN(N)C1CCN(CCCNC2CC2=O)CC1,CHEMBL1198802,CHEMBL1198802,ChEMBL,26,380.518,-0.627,3,8,8,2,8,0,105.700
C(=C/c1ccccc1)CN1CCN(CCCCCCn2c3ccccc3c3ccccc32)CC1,CHEMBL1186245,CHEMBL1186245,ChEMBL,34,451.658,6.686,0,3,3,0,10,4,11.410
O=[N+]([O-])c1cc2c(cc1CCCCc1sc(Nc3ccccc3)n[n+]1-c1ccccc1)OCO2,CHEMBL1185377,CHEMBL1185377,ChEMBL,34,475.550,5.366,1,8,7,1,9,4,90.400
CN1CCN(C[C@@H](c2cccc(OC(F)(F)F)c2)C2(O)CCCCC2)CC1,CHEMBL1187616,CHEMBL1187616,ChEMBL,27,386.458,3.611,1,4,4,1,5,1,35.940
NC(=O)[C@H]1NCC[C@@H]1NC(=O)[C@@H](N)CCC/N=C(N)N[N+](=O)[O-],CHEMBL1185027,CHEMBL1185027,ChEMBL,23,330.349,-3.478,9,12,7,6,8,0,203.790
CC(C)NC[C@@H](O)Cn1c2c(c3ccccc31)CCc1c-2cnn1-c1ccccc1,CHEMBL1162109,CHEMBL1162109,ChEMBL,30,400.526,3.952,2,5,5,2,6,4,55.010
O=C1C(NCc2ccc3c(c2)OCO3)=CC2=NCCc3c[nH]c1c32,CHEMBL1162123,CHEMBL1162123,ChEMBL,24,321.336,1.959,2,6,5,2,3,2,75.710
CNc1ccnc2c1ncn2[C@@H]1O[C@H](CO)[C@](O)(CO)[C@H]1O,CHEMBL1172235,CHEMBL1172235,ChEMBL,22,310.310,-1.553,5,9,9,5,4,2,132.890
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C[n+]1cnc2c(ncn2C)c1N,CHEMBL1182365,CHEMBL1182365,ChEMBL,31,422.641,5.984,2,5,4,1,11,2,60.610
Clc1cccc(Cl)c1C[n+]1ccc2ccccc2c1,CHEMBL1187879,CHEMBL1187879,ChEMBL,19,289.185,4.482,0,1,0,0,2,3,3.880
CCCN(Cc1cccc(CN(CCC)C(=N)N)n1)C(=N)N,CHEMBL1180192,CHEMBL1180192,ChEMBL,22,305.430,1.293,6,7,3,4,8,1,119.110
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,CHEMBL1200609,CHEMBL1200609,ChEMBL,24,329.371,3.327,1,4,4,1,4,2,39.720
Cc1c2c(c(CCCCCN)c3c1Oc1ccccc1O3)C(=O)OC2,CHEMBL1184883,CHEMBL1184883,ChEMBL,25,339.391,4.235,2,5,5,1,5,2,70.780
N/C(=NO)c1ccc(-c2cnc(-c3ccc(/C(N)=NO)nc3)s2)cn1,CHEMBL1199124,CHEMBL1199124,ChEMBL,25,355.383,1.456,6,9,8,4,4,3,155.890
CC[S+]1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CHEMBL1181431,CHEMBL1181431,ChEMBL,23,359.493,0.873,3,6,4,2,6,1,98.490
CCOC(=O)C1(O)CC(c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)O1,CHEMBL1165530,CHEMBL1165530,ChEMBL,26,423.303,3.848,1,5,5,1,3,1,72.830
COC(=O)[C@H](CCSC)NC(=O)[C@@H]1C[C@H](Oc2ccccc2)CN1C(=O)CCC[C@@H](N)CS,CHEMBL1183536,CHEMBL1183536,ChEMBL,33,497.683,1.873,3,8,8,3,13,1,110.960
NCCc1cnc(S)n1[C@H]1CCc2c(F)cc(F)cc2C1,CHEMBL1188474,CHEMBL1188474,ChEMBL,21,309.385,2.681,2,3,4,2,3,2,43.840
O=P1(N2CC[N+]3(CCc4ccccc4C3)CC2)NCCCO1,CHEMBL1184897,CHEMBL1184897,ChEMBL,22,322.369,1.993,1,5,2,1,1,1,41.570
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@H]3O[C@@H](Cc4ccccc4)O[C@H]32)c(=O)n1,CHEMBL1162204,CHEMBL1162204,ChEMBL,29,425.334,0.185,4,11,9,3,6,2,155.360
COc1cccc(CN2CCN(Cc3cc4ccccc4o3)CC2)c1,CHEMBL1214894,CHEMBL1214894,ChEMBL,25,336.435,3.759,0,4,4,0,5,3,28.850
Cc1ccc(-n2cncn2)c(CNC(=O)CN2C=CN=C(NCC(F)(F)c3ccccn3)C2)c1,CHEMBL1201843,CHEMBL1201843,ChEMBL,34,466.496,2.154,2,9,8,2,8,3,100.330
CC[C@H]1CCN2CCCC[C@@H]2[C@H]1c1ccc(Cl)c(Cl)c1,CHEMBL1187952,CHEMBL1187952,ChEMBL,20,312.284,5.361,0,1,1,0,2,1,3.240
Cc1cc2nc(O)c3ccccc3c2cc1NC(=O)C[N+](C)(C)C,CHEMBL1183442,CHEMBL1183442,ChEMBL,24,324.404,3.047,2,5,3,2,3,3,62.220
COc1ccccc1N1CCN(CCc2ccc(C(=O)C(=O)N3CCCCC3)n2C)CC1,CHEMBL1199724,CHEMBL1199724,ChEMBL,32,438.572,2.594,0,7,6,0,7,2,58.020
COc1ccc(C2C=C(c3ccccc3)NC3=C2C(=O)CCC3)cc1,CHEMBL1165739,CHEMBL1165739,ChEMBL,25,331.415,4.430,1,3,3,1,3,2,38.330
CCCc1csc(SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)n1,CHEMBL1160680,CHEMBL1160680,ChEMBL,24,368.480,2.341,2,6,6,2,6,1,90.730
COc1cccc2[nH]cc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)c12,CHEMBL1200285,CHEMBL1200285,ChEMBL,28,376.460,3.657,2,6,4,2,4,4,66.050
NCCCO/N=C/c1cc(=O)[nH]c(=O)[nH]1,CHEMBL1229215,CHEMBL1229215,ChEMBL,15,212.209,-1.237,4,7,5,3,5,1,113.330
COc1cccc(NC(=O)Nc2ccc(C)c(-c3ccc(C(=O)Nc4ccncc4)cc3)c2)c1,CHEMBL582415,CHEMBL582415,ChEMBL,34,452.514,5.962,3,7,4,3,6,4,92.350
CC(=O)Oc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC(C)=O)c1,CHEMBL1172401,CHEMBL1172401,ChEMBL,25,341.319,3.616,0,7,6,0,5,2,95.740
c1cc2[nH]ncc2cc1NC1CCNCC1,CHEMBL1170714,CHEMBL1170714,ChEMBL,16,216.288,1.727,3,4,3,3,2,2,52.740
COC(=O)CN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,CHEMBL1171525,CHEMBL1171525,ChEMBL,30,431.445,3.222,1,8,7,1,6,3,97.830
CCOC(=O)Nc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn(C)c(=O)c1F,CHEMBL1185871,CHEMBL1185871,ChEMBL,33,462.497,2.761,3,8,6,2,6,2,106.660
CCCc1cc(O)c(C(=O)CCc2ccc3occc3c2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,CHEMBL1159637,CHEMBL1159637,ChEMBL,35,486.517,2.085,5,9,9,5,9,3,149.820
CCCNCCC[PH](c1ccccc1)(c1ccccc1)c1ccccc1,CHEMBL1199633,CHEMBL1199633,ChEMBL,26,363.485,4.103,1,1,1,1,9,3,12.030
Cc1ccnc(C2=CN(CCCCN3C(=O)c4ccccc4OC=C3Cl)CCC2)n1,CHEMBL1199671,CHEMBL1199671,ChEMBL,30,424.932,4.574,0,6,5,0,6,2,58.560
Cc1nc2cc(Nc3ccccc3[N+](=O)[O-])ccc2n1S(=O)(=O)c1ccccc1,CHEMBL1165619,CHEMBL1165619,ChEMBL,29,408.439,4.234,1,8,7,1,5,4,107.130
COc1ccc2cc3[n+](cc2c1OCCCCCC[n+]1ccccc1)CCc1cc2c(cc1-3)OCO2,CHEMBL1187398,CHEMBL1187398,ChEMBL,36,484.596,5.015,0,6,4,0,9,4,44.680
CN(Cc1ncc2ccccc2c1CNC(=O)[C@H]1CCCN1C)[C@H]1CCCc2cccnc21,CHEMBL1094870,CHEMBL1094870,ChEMBL,33,443.595,3.850,1,6,5,1,6,3,61.360
CC(C)N1CCC[C@@H]1C(=O)NC1C2CC3CC(C2)CC1C3,CHEMBL1095033,CHEMBL1095033,ChEMBL,21,290.451,2.800,1,3,2,1,3,0,32.340
CCO/N=C1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC/C(=NOCCN)C[C@H]12,CHEMBL1199618,CHEMBL1199618,ChEMBL,29,403.567,3.932,2,6,6,1,5,0,86.270
O=C(O)c1c(O)c(C2(c3ccccc3)CC2)nc2c3c(ccc12)CCCC3,CHEMBL1215806,CHEMBL1215806,ChEMBL,27,359.425,4.597,2,4,3,2,3,3,70.420
O=C1c2ccccc2C(=O)N1CCCOc1ccc(Cl)cc1,CHEMBL1215684,CHEMBL1215684,ChEMBL,22,315.756,3.405,0,4,3,0,5,2,46.610
NC(CC(=O)O)C(O)C(O)C(N)CC(=O)O,CHEMBL1187270,CHEMBL1187270,ChEMBL,16,236.224,-2.688,8,8,6,6,7,0,167.100
NNc1nnc(-c2cccc3ccccc23)s1,CHEMBL1187970,CHEMBL1187970,ChEMBL,17,242.307,2.644,3,4,5,2,2,3,63.830
CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=CC[C@H]3c3ccoc3)[C@]12C,CHEMBL1215753,CHEMBL1215753,ChEMBL,32,436.592,6.239,0,4,4,0,2,1,56.510
Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,CHEMBL1189963,CHEMBL1189963,ChEMBL,22,371.263,4.933,3,4,5,2,2,4,63.830
CCn1c(/C=C/C=C2Sc3ccccc3N2C)[n+](CC)c2nc3ccccc3nc21,CHEMBL1183414,CHEMBL1183414,ChEMBL,30,414.558,5.009,0,5,5,0,4,4,37.830
CC(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nccs1,CHEMBL1184248,CHEMBL1184248,ChEMBL,27,396.473,-1.154,6,10,7,4,8,1,164.000
N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)O)C1=O,CHEMBL1199159,CHEMBL1199159,ChEMBL,24,333.344,-0.725,4,8,5,3,6,1,129.800
C[C@@H]1OC(=O)c2c(O)cc(OCc3ccccc3)cc2/C=CC[C@H](O)[C@H](O)C(=O)/C=C[C@H]1C,CHEMBL1095673,CHEMBL1095673,ChEMBL,33,452.503,3.417,3,7,7,3,3,2,113.290
O=C1CCC(=O)N1CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,CHEMBL1088337,CHEMBL1088337,ChEMBL,37,499.519,4.453,2,8,7,2,5,3,105.530
CCC(CC)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,CHEMBL1082898,CHEMBL1082898,ChEMBL,20,298.408,1.429,3,5,3,2,7,1,89.260
COc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,CHEMBL1088344,CHEMBL1088344,ChEMBL,37,499.607,6.093,1,6,6,1,6,3,60.390
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL1201190,CHEMBL1201190,ChEMBL,27,388.895,3.148,1,5,4,1,8,2,53.010
C[N+]1=C2C(c3ccccc3)=[N+]([O-])c3ccccc3N2CCC1,CHEMBL1186335,CHEMBL1186335,ChEMBL,22,292.362,2.582,0,4,2,0,1,2,32.320
CNCCC[C@H](c1cccs1)c1cccc2[nH]ccc12,CHEMBL1186537,CHEMBL1186537,ChEMBL,20,284.428,4.361,2,2,2,2,6,3,27.820
N#Cc1cc(Cl)cc(Oc2cc(CC(=O)N3CCc4ccccc4C3)[nH]c(=O)c2Cl)c1,CHEMBL3347310,CHEMBL3347310,ChEMBL,31,454.313,4.473,1,6,4,1,4,3,86.190
O=P(O)(O)OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CHEMBL1159526,CHEMBL1159526,ChEMBL,16,260.135,-3.104,6,9,7,6,3,0,156.910
CCN1CCC(Nc2ccc3[nH]ncc3c2)CC1,CHEMBL1171705,CHEMBL1171705,ChEMBL,18,244.342,2.459,2,4,3,2,3,2,43.950
CN1CCN(/C(S)=N/c2c(Cl)cccc2Cl)CC1,CHEMBL1188857,CHEMBL1188857,ChEMBL,18,304.246,3.158,0,3,2,1,1,1,18.840
OC1CCc2cccc(Nc3ncc(-c4ccc(Cl)cc4)o3)c2C1,CHEMBL1172740,CHEMBL1172740,ChEMBL,24,340.810,4.588,2,4,4,2,3,3,58.290
FC(F)(F)c1ccccc1NCCN1CCCCC1,CHEMBL4116154,CHEMBL4116154,ChEMBL,19,272.314,3.603,1,2,2,1,4,1,15.270
CCOC(=O)C1=CNNN1C[C@@]1(C)[C@H](C(=O)O)C2C(=O)CC2S1(=O)=O,CHEMBL1207685,CHEMBL1207685,ChEMBL,25,373.387,-1.439,3,10,9,3,5,0,142.110
[O-][n+]1onc2ccc(COc3ccc(/C=N/NC(=S)Nc4ccccc4)cc3)cc21,CHEMBL3347315,CHEMBL3347315,ChEMBL,30,419.466,3.361,2,8,6,2,6,4,98.620
CCCCc1cc(OC2CCN(CCCS(=O)(=O)CC)CC2)c2ncccc2c1,CHEMBL4116155,CHEMBL4116155,ChEMBL,29,418.603,4.245,0,5,5,0,10,2,59.500
Cc1cn([C@H]2CO[C@@H](COC(=O)[C@H](N)C(C)C)O2)c(=O)[nH]c1=O,CHEMBL1186290,CHEMBL1186290,ChEMBL,23,327.337,-0.757,3,9,8,2,5,1,125.640
COc1ccc(-c2coc3cccc(OCC4CCCCC4)c3c2=O)c(OC)c1,CHEMBL1165801,CHEMBL1165801,ChEMBL,29,394.467,5.436,0,5,5,0,6,3,57.900
COc1ccc2oc(S(N)(=O)=O)cc2c1,CHEMBL162280,CHEMBL162280,ChEMBL,15,227.241,1.089,2,5,4,1,2,2,82.530
Cc1ccc2c(c1)[nH]c1ccc(C(F)(F)F)cc12,CHEMBL1170659,CHEMBL1170659,ChEMBL,18,249.235,4.648,1,1,0,1,0,3,15.790
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)CC1=NCCO1,CHEMBL1172056,CHEMBL1172056,ChEMBL,20,315.372,0.775,0,6,6,0,5,1,89.870
CCCCC(Sc1nc(OCc2ccccc2)cc(OCc2ccccc2)n1)C(=O)O,CHEMBL1172222,CHEMBL1172222,ChEMBL,31,438.549,5.370,1,6,6,1,12,3,81.540
COc1cccc(N/N=C2C(=O)NN=C2c2cnccc2OC)c1,CHEMBL1076755,CHEMBL1076755,ChEMBL,24,325.328,1.401,2,8,7,2,5,2,97.200
NCCN(C(=O)c1cc(Cl)cc(Cl)c1)c1ccc(Cl)cc1,CHEMBL4116133,CHEMBL4116133,ChEMBL,21,343.641,4.252,2,3,2,1,4,2,46.330
C[n+]1c2ccccc2c(NCCN2CCOCC2)c2oc3ccc(OCCC[N+](C)(C)C)cc3c21,CHEMBL4116135,CHEMBL4116135,ChEMBL,35,478.637,3.783,1,7,5,1,9,4,50.750
Cc1cc(CNC(=N)/N=C(/N)S)c(C)cc1CNC(=N)CC(=N)S,CHEMBL1160541,CHEMBL1160541,ChEMBL,24,365.532,1.936,7,7,3,8,6,1,133.990
CNC(=O)c1ccc(CN2CCN(c3ccccc3OC(C)C)CC2)n1C,CHEMBL1161048,CHEMBL1161048,ChEMBL,27,370.497,2.494,1,6,5,1,6,2,49.740
O=C(O)c1cccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,CHEMBL1170828,CHEMBL1170828,ChEMBL,29,473.721,5.333,2,7,5,2,6,3,105.590
Cc1cccc2c1C(=O)N(CCCCn1ccnc1)C2=O,CHEMBL1188238,CHEMBL1188238,ChEMBL,21,283.331,2.268,0,5,4,0,5,2,55.200
C[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C[C@@H]1N,CHEMBL1183203,CHEMBL1183203,ChEMBL,26,362.405,1.772,3,7,6,2,2,2,101.450
C[N+](CCCl)(CCCl)Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CHEMBL1182846,CHEMBL1182846,ChEMBL,21,337.183,2.927,0,7,4,0,8,1,86.280
CC(C)NC(=N)c1ccc2nc(NC(=O)c3ccccc3)sc2c1,CHEMBL1186168,CHEMBL1186168,ChEMBL,24,338.436,3.872,3,5,4,3,4,3,77.870
Cc1[nH]c(=O)c(Br)c(Oc2cc(Cl)cc(C#N)c2)c1Cc1ccccc1,CHEMBL3347298,CHEMBL3347298,ChEMBL,26,429.701,5.354,1,4,3,1,4,3,65.880
CN(C)CCCOC(=O)c1cc2cc(-c3ccccc3)ccc2n1S(=O)(=O)Cc1ccccc1,CHEMBL586649,CHEMBL586649,ChEMBL,34,476.598,4.795,0,6,6,0,9,4,68.610
CC(C)/N=C1S/C(=Cc2ccc(O)c(Cl)c2)C(=O)N1CCC(=O)O,CHEMBL1099016,CHEMBL1099016,ChEMBL,24,368.842,3.201,2,6,5,2,5,1,90.200
O=C(O)CCc1c(/C=C2C(=O)Nc3ccc(Br)cc32)[nH]c2c1C(=O)CCC2,CHEMBL1214854,CHEMBL1214854,ChEMBL,27,429.270,3.806,3,6,3,3,4,2,99.260
N=C(N)Nc1ccc(Sc2ccc(N=C3NCCN3)cc2)cc1,CHEMBL1198796,CHEMBL1198796,ChEMBL,23,326.429,2.323,6,6,3,5,4,2,98.320
NCC1OB(O)c2c(OCCF)ccc(Br)c21,CHEMBL4116142,CHEMBL4116142,ChEMBL,17,303.924,0.515,3,4,4,2,4,1,64.710
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,CHEMBL1201295,CHEMBL1201295,ChEMBL,34,461.558,5.163,2,6,6,2,7,3,84.860
C[N+](C)(C)CC(=O)NCC(=O)NCC[N+]1(C)CCOCC1,CHEMBL1184294,CHEMBL1184294,ChEMBL,21,302.419,-1.598,2,7,3,2,7,0,67.430
COc1ccc(F)cc1C1CC1CNCc1ccsc1OC,CHEMBL4116144,CHEMBL4116144,ChEMBL,22,321.417,3.798,1,3,4,1,7,2,30.490
CC1(C(N)C(=O)N2C(C#N)C[C@@H]3C[C@@H]32)CCCC1,CHEMBL1179567,CHEMBL1179567,ChEMBL,18,247.342,1.407,2,4,3,1,2,0,70.120
C[n+]1csc(COc2ccc(/C=N/NC(=O)c3ccc(N)cc3)cc2)c1,CHEMBL1186041,CHEMBL1186041,ChEMBL,26,367.454,2.498,3,6,5,2,6,3,80.590
Cc1cccc(CN(CC(C)C)C2CCNCC2)c1,CHEMBL1184967,CHEMBL1184967,ChEMBL,19,260.425,3.205,1,2,2,1,5,1,15.270
CCN1CCN(C(=O)c2cn(CC3CCCCC3)c3c(F)cccc23)CC1,CHEMBL3347302,CHEMBL3347302,ChEMBL,27,371.500,4.138,0,4,3,0,4,2,28.480
Clc1ccc(C(ON=C2CCCCC2)c2ccccc2)cc1,CHEMBL1094711,CHEMBL1094711,ChEMBL,22,313.828,5.766,0,2,2,0,4,2,21.590
Cc1cc([C@@H]2CC[C@H]3CCC2N3C)on1,CHEMBL607038,CHEMBL607038,ChEMBL,15,206.289,2.323,0,3,3,0,1,1,29.270
NC(=O)c1c(F)ccc(OCc2nc3ccc(Cl)cc3s2)c1F,CHEMBL1096673,CHEMBL1096673,ChEMBL,23,354.765,3.906,2,4,4,1,4,3,65.210
O=C(Nc1n[nH]c2ncc(Br)cc12)c1ccccc1C(F)(F)F,CHEMBL1170815,CHEMBL1170815,ChEMBL,23,385.143,3.992,2,5,3,2,2,3,70.670
O=C(N[C@H]1COC1=O)c1ccc(C(=O)Oc2ccccc2)cc1,CHEMBL1214443,CHEMBL1214443,ChEMBL,23,311.293,1.561,1,6,5,1,4,2,81.700
[N-]=[N+]=N[C@H]1C[C@H](CO)S[C@H]1n1cnc2c(Cl)ncnc21,CHEMBL156114,CHEMBL156114,ChEMBL,20,311.758,2.155,1,8,7,1,3,2,112.590
CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CC[N@@+](C)([O-])[C@H]12,CHEMBL1189522,CHEMBL1189522,ChEMBL,26,353.422,3.679,1,6,4,1,2,2,64.630
CCN1CCN(C(=O)c2cn(CC3CCCC3)c3c(OC)cccc23)CC1,CHEMBL3347320,CHEMBL3347320,ChEMBL,27,369.509,3.618,0,5,4,0,5,2,37.710
Clc1ccc(Cn2cc[n+](Cc3ccc(Cl)cc3)c2)cc1,CHEMBL1229036,CHEMBL1229036,ChEMBL,21,318.227,4.179,0,2,1,0,4,3,8.810
COc1cc2c(/C=C3/C(=O)N(C)c4ccc(O)cc43)c[nH]c2cc1C,CHEMBL1214724,CHEMBL1214724,ChEMBL,25,334.375,3.708,2,5,3,2,2,3,65.560
Cc1ccc(Nc2c3ccccc3[n+](C)c3c2oc2ccccc23)cc1C,CHEMBL4116166,CHEMBL4116166,ChEMBL,27,353.445,5.924,1,3,2,1,2,5,29.050
NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccn2)C1,CHEMBL1199062,CHEMBL1199062,ChEMBL,35,469.629,5.592,3,5,5,2,10,4,73.300
C[n+]1c(-c2ccc(/C=N/Nc3nc[nH]n3)cc2)cn2ccsc21,CHEMBL1189392,CHEMBL1189392,ChEMBL,23,324.393,2.056,2,7,6,2,4,4,74.250
NCc1ccnc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)c1,CHEMBL4116152,CHEMBL4116152,ChEMBL,24,331.347,1.487,3,6,5,2,4,2,88.680
NC(=O)c1cccc(Cn2ccnc2)c1,CHEMBL163819,CHEMBL163819,ChEMBL,15,201.229,1.030,2,4,3,1,3,2,60.910
O=C(O)c1cccc(OCc2cn3ccccc3n2)c1,CHEMBL1213147,CHEMBL1213147,ChEMBL,20,268.272,2.612,1,5,4,1,4,3,63.830
CC(=O)NCCCCC/C=C(NC(=O)C1CC1(C)C)C(=O)O,CHEMBL1178041,CHEMBL1178041,ChEMBL,22,310.394,1.814,3,6,3,3,9,0,95.500
CSc1cc(C(C)(C)C)cc(CN)c1O,CHEMBL1189651,CHEMBL1189651,ChEMBL,15,225.357,2.870,3,2,3,2,2,1,46.250
CN(C)CCC1(c2ccc(Cl)cc2)Cc2ccc3ccccc3c2C(=O)O1,CHEMBL1173106,CHEMBL1173106,ChEMBL,27,379.887,5.053,0,3,3,0,4,3,29.540
CC[C@@H](C)[C@H](N)C(=O)N[C@H]1CCC(=O)N(CC(=O)O)C1=O,CHEMBL1199367,CHEMBL1199367,ChEMBL,21,299.327,-0.922,4,8,5,3,6,0,129.800
FC(F)(F)c1ccccc1NCC12CC3CC(CC(C3)C1)C2,CHEMBL4116156,CHEMBL4116156,ChEMBL,22,309.375,5.334,1,1,1,1,3,1,12.030
Clc1ccc(-c2cc(C3CCN(CCc4ccccc4)CC3)[nH]n2)cc1,CHEMBL6416,CHEMBL6416,ChEMBL,26,365.908,5.152,1,3,2,1,5,3,31.920
Cc1ccc(Sc2cncc3sc(C(=O)Nc4ccc(Cl)cc4)cc23)cc1,CHEMBL6417,CHEMBL6417,ChEMBL,27,410.951,6.662,1,3,4,1,4,4,41.990
COC(=O)CC/C=CCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCC1,CHEMBL6418,CHEMBL6418,ChEMBL,31,434.617,4.900,2,5,5,2,12,0,83.830
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(N=[N+]=[N-])cc2C1=O,CHEMBL6421,CHEMBL6421,ChEMBL,26,354.370,3.355,0,9,6,0,2,2,113.190
Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OC[C@H]2CC[C@H](C(=O)O)CC2)cc1,CHEMBL4116158,CHEMBL4116158,ChEMBL,33,452.595,5.070,3,6,5,2,8,2,102.510
CCc1ccc(C(=O)Nc2cccc(OC)c2)cc1,CHEMBL1213767,CHEMBL1213767,ChEMBL,19,255.317,3.510,1,3,2,1,4,2,38.330
NCCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(F)cc1,CHEMBL4116130,CHEMBL4116130,ChEMBL,21,327.186,3.738,2,3,2,1,4,2,46.330
Cc1sc(-c2ncc(C#N)cc2O)nc1CC(=O)NCCc1ccccn1,CHEMBL3309273,CHEMBL3309273,ChEMBL,27,379.445,2.387,2,7,7,2,6,3,111.790
NC(=O)c1cc(-c2ccc(Cl)cc2)nnc1Cl,CHEMBL6582,CHEMBL6582,ChEMBL,17,268.103,2.549,2,4,3,1,2,2,68.870
Cc1cnc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cn1,CHEMBL6583,CHEMBL6583,ChEMBL,24,342.424,2.805,1,6,5,1,4,3,75.190
CN(C)/C=Nc1nc(/N=C/N(C)C)nc2ncc(Sc3ccc(Cl)c(Cl)c3)nc12,CHEMBL6584,CHEMBL6584,ChEMBL,29,449.371,4.321,0,8,7,0,6,3,82.760
COc1cccc2[nH]c3c(c12)CCNC3,CHEMBL6586,CHEMBL6586,ChEMBL,15,202.257,1.822,2,3,2,2,1,2,37.050
c1ccc(COc2noc3c2CNCC3)cc1,CHEMBL6587,CHEMBL6587,ChEMBL,17,230.267,1.899,1,4,4,1,3,2,47.290
COc1cc2c(c(OC)c1)C(=O)/C(=C/c1ccc(C(C)C)cc1)N2,CHEMBL1213854,CHEMBL1213854,ChEMBL,24,323.392,4.477,1,4,4,1,4,2,47.560
CN(C)C1=NC(c2ccc(Cl)cc2Cl)c2ccccc2C1,CHEMBL1195988,CHEMBL1195988,ChEMBL,21,319.235,4.599,0,2,2,0,1,2,15.600
CC[C@H](C)[C@@H](CO)NC(=O)/C=C/[C@@](C)(OC)[C@@H](O)[C@@H](C)C[C@H](O)CC,NPA000001,NPA000001,NPAtlas,25,359.507,1.629,4,6,5,4,12,0,99.020
