SMILES,Name,ID,Source,HeavyAtomCount,MolWt,MolLogP,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumRotatableBonds,NumAromaticRings,TPSA
CCC(O)/C=C(C)c1cc(OC)c(C)c(=O)o1,NPA000220,NPA000220,NPAtlas,17,238.283,2.131,1,4,4,1,4,1,59.670
CCCCC(C(=O)c1cc(CC(C)C)c(O)c(C=O)c1O)C1C[C@@H](O)C2(O[C@H]2CC)[C@H](O)O1,NPA000222,NPA000222,NPAtlas,33,464.555,3.114,4,8,8,4,10,1,136.820
Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)OCC(O)C(O)CO,NPA000223,NPA000223,NPAtlas,30,422.386,0.510,6,10,10,6,7,2,173.980
C=C1CO[C@H]2[C@H]3C(=O)C[C@H](C(C)C)[C@@]3(C)C[C@@H](OC(C)=O)[C@]3(C)CC(=O)O[C@]123,NPA000224,NPA000224,NPAtlas,28,390.476,2.836,0,6,6,0,2,0,78.900
CC(=O)Oc1ccc(-c2c(O)c(O)c(-c3ccc(O)c(O)c3)c(OC(C)=O)c2OC(C)=O)cc1,NPA000225,NPA000225,NPAtlas,34,468.414,3.619,4,10,10,4,5,3,159.820
COC(=O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12,NPA000227,NPA000227,NPAtlas,25,351.355,-0.671,4,8,8,4,4,2,121.380
CC(/C=C/C(O)=C1/C(=O)CNC1=O)=C[C@@H](C)[C@H]1O[C@@]2(C)O[C@@H]([C@@H]1C)[C@H](O)[C@H](O)[C@H]2C,NPA000228,NPA000228,NPAtlas,30,421.490,1.144,4,8,7,4,4,0,125.320
C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,NPA000229,NPA000229,NPAtlas,35,477.605,3.681,1,7,5,1,0,1,71.110
CNc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1,NPA000233,NPA000233,NPAtlas,19,251.289,2.632,2,4,3,2,2,3,57.780
C[C@H]1C[C@@H](C)/C(O)=C2/C(=O)O[C@@]34C[C@@H](C)[C@H]5O[C@@]23[C@H](C[C@@H]4[C@H]5O)C1=O,NPA000234,NPA000234,NPAtlas,25,348.395,1.514,2,6,6,2,0,0,93.060
COc1cc([C@H]2COC(=O)[C@@H]2O)cc(OC)c1O,NPA000235,NPA000235,NPAtlas,18,254.238,0.411,2,6,6,2,3,1,85.220
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H]1O[C@](C)(O)[C@H](C)N[C@H]1CC(=O)O)[C@@H]1Cc2cccc(O)c2C(=O)O1,NPA000236,NPA000236,NPAtlas,35,494.541,0.294,6,11,9,6,8,1,174.650
CC(C)=CCC/C(=CCC[C@]1(C)Oc2c(c(O)cc3c2CNC3=O)C[C@@H]1O)CO,NPA000237,NPA000237,NPAtlas,29,401.503,3.135,4,6,5,4,7,1,99.020
C=C1[C@@H](O)CC[C@@](CC(=O)c2cc(O)ccc2O)(C(=O)O)[C@H]1O,NPA000239,NPA000239,NPAtlas,23,322.313,0.813,5,7,6,5,4,1,135.290
CC(=O)OC1C(=O)[C@]23[C@H]4OCC5=C4[C@@](C)(CCC5=O)CC[C@]2(C)C1[C@@H](C)[C@@H]3O,NPA000241,NPA000241,NPAtlas,28,388.460,1.979,1,6,6,1,1,0,89.900
COC1(C)c2cc(O)c(C(=O)O)c(C)c2C(=O)c2c1ccc(C)c2O,NPA000243,NPA000243,NPAtlas,25,342.347,2.867,3,6,5,3,2,2,104.060
CC(C)=CCc1ccc2c(c1)NC(=O)C2=O,NPA000244,NPA000244,NPAtlas,16,215.252,2.330,1,3,2,1,2,1,46.170
CC1=CC(=O)[C@@H]2C(C)(C)CCC[C@]23[C@H]1CO[C@H]3O,NPA000245,NPA000245,NPAtlas,18,250.338,2.293,1,3,3,1,0,0,46.530
COc1c(C)c(O)c(C(C)=O)c2c1[C@@]1(C)C(=O)C(C(C)=O)C(=O)C[C@@]1(OC)O2,NPA000246,NPA000246,NPAtlas,28,390.388,1.652,1,8,8,1,4,1,116.200
COC(=O)c1cc(Cl)c(OC)c(Cl)c1,NPA000247,NPA000247,NPAtlas,14,235.066,2.789,0,3,3,0,2,1,35.530
CC(=O)NCCCCCOC(=O)[C@H](C)O,NPA000249,NPA000249,NPAtlas,15,217.265,0.217,2,5,4,2,7,0,75.630
C/C1=C/C/C=CC/C(CC(=O)O)=CC(=O)O[C@@H](C[C@H](O)CC/C(C)=C/Cc2ccccc2)C[C@H](O)C1,NPA000250,NPA000250,NPAtlas,36,496.644,5.457,3,6,5,3,9,1,104.060
C/C=C/[C@H]1C=C[C@H](O)[C@@H](O)[C@H]1C(O)C(C)=O,NPA000252,NPA000252,NPAtlas,16,226.272,0.036,3,4,4,3,3,0,77.760
C/C(=Cc1csc(C)n1)[C@H]1OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)C(C)CCC/C=C[C@@H]1O,NPA000255,NPA000255,NPAtlas,34,493.666,3.847,3,7,8,3,2,1,116.950
CC1=CC(=O)/C(=C/c2ccc(O)c(O)c2)O1,NPA000256,NPA000256,NPAtlas,16,218.208,1.942,2,4,4,2,1,1,66.760
Cc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@@H](O)[C@@H](O)[C@@H](O)C1,NPA000257,NPA000257,NPAtlas,21,290.271,-0.137,4,6,6,4,0,1,115.060
COC(=O)[C@H](c1ccccc1)[C@@H](C1=C(O)/C(=C/c2ccccc2)OC1=O)c1ccccc1,NPA000258,NPA000258,NPAtlas,32,426.468,5.137,1,5,5,1,6,3,72.830
COc1cc(-c2ccccc2)nc(/C=N/O)c1SC,NPA000260,NPA000260,NPAtlas,19,274.345,3.287,1,4,5,1,4,2,54.710
C[C@H](O)CCCCC[C@H](O)[C@@H]1C=CC(=O)O1,NPA000261,NPA000261,NPAtlas,16,228.288,1.160,2,4,4,2,7,0,66.760
C=C1C[C@@H]2OC(=O)[C@@H](C)[C@H]2[C@](C)(CC(=O)O)[C@H]1CC/C(C)=C/C(=O)O,NPA000262,NPA000262,NPAtlas,25,350.411,3.032,2,6,4,2,6,0,100.900
CCC1C=C(c2ccc(C)cc2)C(=O)O1,NPA000265,NPA000265,NPAtlas,15,202.253,2.714,0,2,2,0,2,1,26.300
C[C@H]1O[C@@H](Oc2cccc3nc4c(C(=O)O)cccc4nc23)[C@H](O)[C@H](O)[C@H]1O,NPA000267,NPA000267,NPAtlas,28,386.360,0.687,4,9,8,4,3,3,142.230
CCCCC/C=CCC/C=CCCC(C)CCC(=O)O,NPA000268,NPA000268,NPAtlas,20,280.452,5.740,1,2,1,1,13,0,37.300
C=C1O[C@@H]2C=C(C(=O)OC)C[C@H](O)[C@H]2NC1=O,NPA000270,NPA000270,NPAtlas,17,239.227,-0.752,2,6,5,2,1,0,84.860
COc1cc2c([nH]c3ccc(Cl)cc32)c(-c2ccccc2)c1C,NPA000272,NPA000272,NPAtlas,23,321.807,5.959,1,2,1,1,2,4,25.020
C[C@H]1CC[C@@]23C1=C[C@@]1(C)CC[C@](C)(C[C@H](O)C(=O)C(C)(O)CO)[C@H]1[C@@H]2CC[C@@H]3C,NPA000274,NPA000274,NPAtlas,29,404.591,3.875,3,4,4,3,5,0,77.760
CO[C@]12CCCC[C@@H]1[C@H]1O[C@H](C)[C@@H](C)c3c(C)c(O)c(C(=O)O)c(c31)O2,NPA000275,NPA000275,NPAtlas,26,362.422,3.887,2,6,5,2,2,1,85.220
CC(C)[C@H]1C[C@@H](O)[C@H](C)[C@@H]2CC[C@@H](O)[C@@]3(C)O[C@]213,NPA000278,NPA000278,NPAtlas,18,254.370,1.958,2,3,3,2,1,0,52.990
O=C1C[C@@H](O)[C@@H](O)c2cc3c(c(O)c21)COC3,NPA000279,NPA000279,NPAtlas,17,236.223,0.403,3,5,5,3,0,1,86.990
CC1=CC(=O)[C@H]2C(C)(C)C[C@H](O)C[C@]2(C)[C@H]1CO,NPA000280,NPA000280,NPAtlas,18,252.354,1.927,2,3,3,2,1,0,57.530
C[C@@]1(O)C(=O)C[C@H]2[C@@H]([C@H]3[C@@H](CO)CC[C@H]31)[C@]2(C)CO,NPA000281,NPA000281,NPAtlas,19,268.353,0.589,3,4,4,3,2,0,77.760
CC(=O)O[C@H]1[C@@H]2C=C[C@H]3C[C@H](O)C[C@@H]4CC(=O)/C(=C[C@H]3[C@@H]2C[C@H]1C)C(=O)O4,NPA000282,NPA000282,NPAtlas,27,374.433,1.958,1,6,6,1,1,0,89.900
COC[C@@]1(O)CC[C@@H]2/C1=C[C@]1(O)C(=C(C(C)C)C(=O)[C@]1(C)OC(C)=O)C[C@H](O)[C@@H]2C,NPA000285,NPA000285,NPAtlas,30,422.518,1.689,3,7,7,3,4,0,113.290
COc1c(O)cc2c(c1O)CN1C(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H]1C2,NPA000286,NPA000286,NPAtlas,30,407.426,1.582,4,8,5,4,3,3,114.890
C[C@H]1[C@@H](O)CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@](C)(Cc3c[nH]c4ccccc34)[C@H](C)CC[C@@]21C,NPA000289,NPA000289,NPAtlas,30,407.642,6.976,2,2,1,2,2,2,36.020
COC(=O)[C@]12Oc3cccc(O)c3C(O)=C1C(=O)OC=C(C)[C@H]2O,NPA000290,NPA000290,NPAtlas,24,334.280,0.787,3,8,8,3,1,1,122.520
COc1c(Cl)c(Cl)c(OC)c(Cl)c1Cl,NPA000291,NPA000291,NPAtlas,14,275.946,4.317,0,2,2,0,2,1,18.460
CC1=CC[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@H]1CO,NPA000292,NPA000292,NPAtlas,17,236.355,2.957,1,2,2,1,1,0,37.300
O=Cc1c(O)cc(Cc2ccccc2)[nH]c1=O,NPA000293,NPA000293,NPAtlas,17,229.235,1.484,2,4,3,2,3,2,70.160
CCCCCCC(=O)CCCCCCCCCC[C@H](O)C(N)(CO)C(=O)O,NPA000295,NPA000295,NPAtlas,27,387.561,3.562,5,6,5,4,19,0,120.850
C/C(=CC(=O)C[C@]12C(=O)O[C@]3(CO)CC[C@H]1C[C@@H]23)C(N)=O,NPA000296,NPA000296,NPAtlas,21,293.319,0.081,3,6,5,2,5,0,106.690
CC(C)(CO)[C@@H](O)C(=O)N/C=C/C(=O)O,NPA000300,NPA000300,NPAtlas,15,217.221,-0.920,4,6,4,4,5,0,106.860
O=C1C=C[C@H](O)[C@@]23O[C@@]12C1(Oc2cccc4cccc(c24)O1)[C@@H]1O[C@@H]1[C@@H]3O,NPA000302,NPA000302,NPAtlas,27,366.325,0.457,2,7,7,2,0,2,101.050
CC(=O)O[C@H]1C[C@@H](C)[C@@H]2[C@@H](O)[C@H](O)[C@@]3(C)CC(C)(C)[C@H]1[C@]23O,NPA000304,NPA000304,NPAtlas,22,312.406,1.093,3,5,5,3,1,0,86.990
CO/C=C(C(=O)OC)C(C)=C/C=C/c1ccc2c(c1)OC(C)(C)[C@@H](O)CO2,NPA000307,NPA000307,NPAtlas,27,374.433,3.260,1,6,6,1,5,1,74.220
CC(C)C1=C2[C@@H](OC3O[C@H](CO)[C@@H](O)C(O)C3O)[C@H](O)[C@H](C)[C@@H]3CC[C@H](CO)/C3=C/[C@@]2(C)[C@@H](O)C1,NPA000308,NPA000308,NPAtlas,35,498.613,-0.149,7,9,9,7,5,0,160.070
COc1cc(O)c2c(c1Br)/C=CC[C@@H](O)[C@H](O)[C@@H](O)/C=CC[C@H](C)OC2=O,NPA000309,NPA000309,NPAtlas,27,443.290,2.154,4,7,7,4,1,1,116.450
CCCCC[C@@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)O)[C@H](C)CC,NPA000311,NPA000311,NPAtlas,23,325.449,3.168,2,5,3,2,10,0,83.470
Cc1cc(O)cc2oc3cc(O)c(-c4c(O)cc(C)c5c4oc4cc(O)cc(C)c45)c(C)c3c12,NPA000323,NPA000323,NPAtlas,34,454.478,7.208,4,6,6,4,1,6,107.200
C[C@@H](O)Cc1cc(O)cc(O)c1C(=O)O[C@H](C)CC(=O)O,NPA000324,NPA000324,NPAtlas,21,298.291,1.041,4,7,6,4,6,1,124.290
COC(=O)[C@@]1(O)c2c(oc3cc(C)cc(O)c3c2=O)O[C@@H]1CCO,NPA000325,NPA000325,NPAtlas,24,336.296,0.311,3,8,8,3,3,2,126.430
COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,NPA000327,NPA000327,NPAtlas,20,272.256,2.674,2,5,5,2,1,3,79.900
Cc1cc(O)c2c(c1)[C@H](O)[C@H]1C[C@@H](O)CC[C@@H]1C2=O,NPA000328,NPA000328,NPAtlas,19,262.305,1.708,3,4,4,3,0,1,77.760
COc1cc(=O)oc(C(C)[C@H](C)O)c1C,NPA000329,NPA000329,NPAtlas,15,212.245,1.441,1,4,4,1,3,1,59.670
COc1cccc2c1[C@H](c1ccc3cc(C)cc(O)c3c1)O[C@@H]2OC,NPA000330,NPA000330,NPAtlas,25,336.387,4.627,1,4,4,1,3,3,47.920
CC(=O)O[C@H]1CC[C@]2(C)C3=CC[C@@]4(C)[C@@H]5[C@@H](O)C[C@H](C(C)C)[C@@]5(C)CC[C@]4(C)[C@H]3CC[C@H]2C1(C)C,NPA000332,NPA000332,NPAtlas,35,484.765,7.566,1,3,3,1,2,0,46.530
CC1=CC2=C(CC3=C4C=C(C)OC=C4[C@H](O)[C@@](C)(O)C3=O)C(=O)[C@](C)(O)[C@@H](O)C2=CO1,NPA000336,NPA000336,NPAtlas,31,428.437,0.995,4,8,8,4,2,0,133.520
CCCCCCc1c(O)cc(CCCCC)cc1O,NPA000337,NPA000337,NPAtlas,19,264.409,4.953,2,2,2,2,9,1,40.460
CC[C@H](O)C(=O)c1c(C)cc(C(=O)O)cc1OC,NPA000339,NPA000339,NPAtlas,18,252.266,1.655,2,5,4,2,5,1,83.830
CC(C)=C[C@H]1C[C@]2(C)[C@H](CC[C@@]3(C)[C@H]2CC[C@H]2CC(=O)c4ccccc4NC(=O)[C@@]23C)O1,NPA000340,NPA000340,NPAtlas,32,435.608,6.174,1,4,3,1,1,1,55.400
Cc1cnc(C(=O)CCO)c2[nH]c3ccccc3c12,NPA000341,NPA000341,NPAtlas,19,254.289,2.590,2,4,3,2,3,3,65.980
CC(C)/C=C1NC(=O)[C@H](CCC(N)=O)n2c1nc1ccccc1c2=O,NPA000342,NPA000342,NPAtlas,25,340.383,1.330,3,7,5,2,4,2,107.080
C/C=C/c1cc2c(c(=O)o1)C(=O)[C@H](O)[C@H](C)O2,NPA000343,NPA000343,NPAtlas,17,236.223,0.997,1,5,5,1,1,1,76.740
CCC(=O)CCCCCCCCCCCCCOP1(=O)OC[C@H]2COC(=O)C2=C(C)O1,NPA000344,NPA000344,NPAtlas,31,458.532,6.265,0,7,7,0,16,0,88.130
CC1=C[C@@H]2/C=C(/C)C[C@H](C)[C@H](O)[C@H](O)/C=CC(=O)O[C@@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C,NPA000345,NPA000345,NPAtlas,31,431.573,2.905,3,6,5,3,2,0,95.860
Cc1cc(O)c2c(c1)Sc1c(c(=O)oc3c(O)c(O)cc(C)c13)N2,NPA000348,NPA000348,NPAtlas,24,343.360,3.735,4,6,7,4,0,3,102.930
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(C=C(Cl)C(=O)[C@H](Cl)[C@H]2O)O[C@H]1OC,NPA000350,NPA000350,NPAtlas,32,488.452,4.386,2,6,5,2,10,0,84.860
CC(C)C(O)C(=O)N/C=CC=C/NC(=O)C(O)C(C)C,NPA000352,NPA000352,NPAtlas,20,284.356,0.280,4,6,4,4,7,0,98.660
CCC[C@@H]1C(O)=C2CC[C@]3(C)C[C@@H](C)[C@H](O3)[C@@H](O)[C@H](O)[C@H](C)C(=O)C[C@@H]1OC2=O,NPA000353,NPA000353,NPAtlas,29,410.507,2.435,3,7,7,3,2,0,113.290
CCCCCC[C@H](O)[C@@H]1CC[C@@H]2[C@H](O)CC[C@H](O)[C@@]2(O)O1,NPA000356,NPA000356,NPAtlas,21,302.411,1.317,4,5,5,4,6,0,90.150
COC(=O)/C(C)=C/C=C/[C@@](C)(O)[C@@H](C)O,NPA000361,NPA000361,NPAtlas,15,214.261,0.794,2,4,4,2,4,0,66.760
O=C1CC[C@H](c2ccc(O)c3c2C(=O)CC[C@@H]3O)c2cccc(O)c21,NPA000363,NPA000363,NPAtlas,25,338.359,3.216,3,5,5,3,1,2,94.830
CC1(C)C=Cc2c(ccc3c2NC(=O)[C@@]32[C@@H](O)[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1,NPA000365,NPA000365,NPAtlas,34,463.534,1.711,3,8,5,3,0,1,107.970
CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4[C@@H](C(=O)C[C@@]4(C)O)/C(C=O)=CC[C@@H]23)O1,NPA000366,NPA000366,NPAtlas,29,400.559,4.408,1,4,4,1,2,0,63.600
CCCCCc1cc(O)cc2c1C(=O)c1c(O)ccc(O)c1C2=O,NPA000368,NPA000368,NPAtlas,24,326.348,3.312,3,5,5,3,4,2,94.830
C=C1[C@@H](O)[C@H]2O[C@]23C[C@H]2[C@H]4O[C@@]4(C)C(=O)[C@H]2[C@]13C,NPA000369,NPA000369,NPAtlas,18,248.278,0.437,1,4,4,1,0,0,62.360
CC1=C[C@H](O)[C@@]2(Oc3cccc(O)c3C2=O)[C@H](C)C1=O,NPA000370,NPA000370,NPAtlas,20,274.272,1.232,2,5,5,2,0,1,83.830
O=C1C[C@@H](O)[C@]23Oc4ccc(O)c5c4[C@](CCC5=O)(Oc4cccc1c42)O3,NPA000371,NPA000371,NPAtlas,27,366.325,2.123,2,7,7,2,0,2,102.290
Oc1ccc(O)c2c1[C@H](O)[C@@H]1O[C@@H]1C21Oc2cccc3cccc(c23)O1,NPA000372,NPA000372,NPAtlas,26,350.326,2.690,3,6,6,3,0,3,91.680
C#CCCC/C(=CCl)CCC(C)/C=C/CCC(=O)NCC/C(=CC(=O)N1C(=O)C=CC1C)OC,NPA000374,NPA000374,NPAtlas,34,489.056,5.015,1,6,4,1,15,0,75.710
COc1cc(/C=CC(C)=CC(C)=Cc2ccccc2)oc(=O)c1,NPA000375,NPA000375,NPAtlas,23,308.377,4.711,0,3,3,0,5,2,39.440
C/C=C/C=C/c1cc(=O)c2c(o1)O[C@]1(C)CC[C@@]3(O)C(C)(C)C(=O)CC[C@]3(C)[C@H]1[C@H]2O,NPA000376,NPA000376,NPAtlas,31,428.525,3.950,2,6,6,2,2,1,96.970
CC(=O)/C=C/C=C(C)/C=C/C=C/C(C)=C/C=C/C(C)=C/C=C1C(C)=CC(=O)CC1(C)C,NPA000377,NPA000377,NPAtlas,31,416.605,7.511,0,2,2,0,8,0,34.140
Cc1cc(O)c(Cl)c2oc3c(Cl)c(O)cc(C)c3c12,NPA000378,NPA000378,NPAtlas,19,297.137,4.921,2,3,3,2,0,3,53.600
C[C@@H]1O[C@@H](c2ccc3c(c2O)C(=O)c2ccc4c(c2C3=O)C(=O)C[C@](C)(O)C4)CC[C@@H]1N(C)C,NPA000380,NPA000380,NPAtlas,34,463.530,3.218,2,7,7,2,2,2,104.140
O=C1OCC(c2ccccc2)=C1C(O)c1ccccc1,NPA000382,NPA000382,NPAtlas,20,266.296,2.731,1,3,3,1,3,2,46.530
CC1(C)C(=O)CC[C@]1(C)C1=CC(=O)[C@@](C)(O)CC1,NPA000383,NPA000383,NPAtlas,18,250.338,2.422,1,3,3,1,1,0,54.370
COC1=CC(=O)C(C)=C(C[C@H](C)O)C1=O,NPA000384,NPA000384,NPAtlas,15,210.229,0.756,1,4,4,1,3,0,63.600
CCCCC/C=C/C[C@@H]1O[C@H]1[C@H](O)CCCCCCC(=O)OC,NPA000386,NPA000386,NPAtlas,23,326.477,4.155,1,4,4,1,14,0,59.060
CC(=O)O[C@H]1C=CC=C2C[C@@]34S[C@@](CO)(C(=O)N3[C@@H]21)N(C)C4=O,NPA000388,NPA000388,NPAtlas,23,336.369,-0.381,1,7,6,1,2,0,87.150
C/C(=C/CC/C(C)=C/C(=O)c1cc(O)c(O)cc1O)C(=O)O,NPA000389,NPA000389,NPAtlas,22,306.314,2.744,4,6,5,4,6,1,115.060
CC/C=C/C=C/C(C)(O)C1=CC(=O)CC(C)N1,NPA000390,NPA000390,NPAtlas,17,235.327,2.095,2,3,3,2,4,0,49.330
O=C(/C=C/c1ccccc1)NC1=N[C@@H]2CCCCCCCCCC[C@H]2O1,NPA000391,NPA000391,NPAtlas,26,354.494,4.854,1,4,3,1,2,1,50.690
Cc1cc(O)c2c3c(ccc2c1)C(=O)c1c(O)cccc1C3=O,NPA000393,NPA000393,NPAtlas,23,304.301,3.335,2,4,4,2,0,3,74.600
C=C[C@@]1(C)CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,NPA000396,NPA000396,NPAtlas,20,272.476,6.286,0,0,0,0,1,0,0.0
CCC(C)[C@@]1(OC)NC(=O)[C@@H](C)n2c1nc1c(c2=O)C=C(OC)C=CO1,NPA000397,NPA000397,NPAtlas,26,361.398,1.673,1,8,7,1,4,1,91.680
CC1=C(C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C[C@H](O)CCC[C@@H](C)C/C=C[C@H]3[C@@H]1O,NPA000398,NPA000398,NPAtlas,35,479.617,3.636,3,6,5,3,2,1,95.860
CC(=O)C(C)=Nc1ccccc1C(=O)O,NPA000402,NPA000402,NPAtlas,15,205.213,2.066,1,4,3,1,3,1,66.730
CC(=O)N[C@H]([C@@H](O)C=O)[C@@H](O)[C@@H](C)O,NPA000404,NPA000404,NPAtlas,14,205.210,-2.207,4,6,5,4,5,0,106.860
C[C@]1(CO)CCC[C@]2(C)C3=C(CC[C@@H]12)C(=O)O[C@@H]3O,NPA000405,NPA000405,NPAtlas,19,266.337,1.757,2,4,4,2,1,0,66.760
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,NPA000406,NPA000406,NPAtlas,31,426.729,8.169,1,1,1,1,0,0,20.230
NC(=O)c1c2nc3cc(CO)ccc3oc-2cc(=O)c1N,NPA000409,NPA000409,NPAtlas,21,285.259,0.466,5,7,6,3,2,1,132.440
COC1(C)C(=O)C(O)(C=O)C(C)=C2C(=O)CCC(=O)OC(C)C(O)C3OC3C21,NPA000410,NPA000410,NPAtlas,28,396.392,-0.740,2,9,9,2,2,0,139.730
O=C(O)[C@@H]1CC2=c3c(c(O)c4c5c3N1CC[C@@H]5NCN=4)N=C2,NPA000411,NPA000411,NPAtlas,22,298.302,-0.453,3,7,6,3,1,1,97.520
CC(C)=C/C=C[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3C(C)=CC(=O)C3/C(CO)=CC[C@@H]12,NPA000415,NPA000415,NPAtlas,27,368.561,5.651,1,2,2,1,4,0,37.300
CC[C@H]1Cc2oc(=O)cc(OC)c2CO1,NPA000416,NPA000416,NPAtlas,15,210.229,1.500,0,4,4,0,2,1,48.670
CC1OC(OC(=O)c2ccc(O)cc2)C(O)[C@@H](O)C1O,NPA000418,NPA000418,NPAtlas,20,284.264,-0.624,4,7,7,4,2,1,116.450
C=C1[C@H](O)CC[C@](CC(=O)c2cc(O)ccc2O)(C(=O)OC)[C@@H]1O,NPA000420,NPA000420,NPAtlas,24,336.340,0.902,4,7,7,4,4,1,124.290
CC(C)=CCc1c(OC(=O)c2c(C)cc(O)cc2O)cc(C)c(C=O)c1O,NPA000421,NPA000421,NPAtlas,27,370.401,3.961,3,6,6,3,5,2,104.060
CC(C)=CCOc1ccc([C@@H]2C(=O)N(O)C(=O)[C@@H]2CC(C)C)cc1,NPA000422,NPA000422,NPAtlas,24,331.412,3.536,1,5,4,1,6,1,66.840
CCCCCc1occ(CO)c1C(=O)OC,NPA000424,NPA000424,NPAtlas,16,226.272,2.291,1,4,4,1,6,1,59.670
C=C[C@]1(C)CCC2C(=CC[C@H]3C(C)(C)[C@@H](O)CC[C@]23C)C1,NPA000426,NPA000426,NPAtlas,21,288.475,5.112,1,1,1,1,1,0,20.230
Cc1ccc2c(c1O)C(=O)c1c(cc(O)c(C(=O)O)c1C)C2(C)O,NPA000427,NPA000427,NPAtlas,24,328.320,2.213,4,6,5,4,1,2,115.060
CCCCCC(=O)C[C@@H]1CC(CC(=O)CCC)=C(C)C(=O)[C@]1(C)O,NPA000428,NPA000428,NPAtlas,24,336.472,3.942,1,4,4,1,10,0,71.440
COc1c(O)cc(C)c2c1C(=O)C(=O)C1=C2O[C@@H](C)C1(C)C,NPA000429,NPA000429,NPAtlas,22,302.326,2.631,1,5,5,1,1,1,72.830
CCCCCCCCCC[C@H](C)CCC[C@]1(C)C=C/C(=C2C(=O)O[C@@H](CC(=O)O)C2=O)O1,NPA000430,NPA000430,NPAtlas,32,448.600,5.892,1,6,5,1,15,0,89.900
C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(ccc([C@H]3C[C@@H](N(C)C)[C@H](O)[C@@H](C)O3)c1O)C2=O,NPA000431,NPA000431,NPAtlas,33,457.479,1.312,2,9,9,2,2,1,122.600
C/C(=Cc1csc(C)n1)[C@@H]1C/C=CCCCC[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,NPA000432,NPA000432,NPAtlas,32,463.640,4.630,2,6,7,2,2,1,96.720
O=C1C=C[C@@H](O)[C@@H]2[C@@H]1[C@@H](O)C=CC21Oc2cccc3cccc(c23)O1,NPA000433,NPA000433,NPAtlas,25,336.343,1.970,2,5,5,2,0,2,75.990
COc1cc(/C(C)=C/C(=O)OC[C@H](O)CO)oc(=O)c1,NPA000435,NPA000435,NPAtlas,20,284.264,-0.052,2,7,7,2,6,1,106.200
COc1ccc([C@@]2(O)c3c(ccc(/C=C/C4(C)CCC(C)(C)C(O)O4)c3O)NC(=O)[C@@H]2OC)cc1,NPA000437,NPA000437,NPAtlas,35,483.561,3.531,4,8,7,4,5,2,117.480
CC=C1C2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,NPA000438,NPA000438,NPAtlas,18,242.322,1.998,3,3,2,2,0,1,58.880
O=C1[C@@H](O)c2c(O)cc3c(c2[C@H]2O[C@@H]12)-c1ccc(O)c2c(O)ccc-3c12,NPA000439,NPA000439,NPAtlas,26,348.310,2.660,4,6,6,4,0,3,110.520
CCC(C)CCCCCC/C=C/CCC(=O)O,NPA000440,NPA000440,NPAtlas,17,240.387,4.794,1,2,1,1,11,0,37.300
C=CC(C)(C)c1[nH]c2ccc(CC=C(C)C)cc2c1/C=C1NC(=O)C(C)(OC)NC1=O,NPA000442,NPA000442,NPAtlas,31,421.541,4.090,3,6,3,3,6,2,83.220
CC[C@@H](CO)[C@H]1O[C@@H](c2c(O)c(-c3ccccc3)cn(OC)c2=O)[C@H](C)C[C@@H]1C,NPA000443,NPA000443,NPAtlas,29,401.503,3.400,2,6,6,2,6,2,80.920
CCCCCCCC[C@H]1OC(=O)[C@@H]2OC(=O)[C@@H](C)[C@H]12,NPA000444,NPA000444,NPAtlas,19,268.353,2.840,0,4,4,0,7,0,52.600
CC1=C2CC(=O)C2(C)C2CC3C(=O)CC(C)C2(CC1)C3(C)C,NPA000447,NPA000447,NPAtlas,22,300.442,4.333,0,2,2,0,0,0,34.140
